,subject,sensor_id,hrs_to_calving,variables,value
32648,2745BL,BL,-32,standing_change,0
32649,2745BL,BL,-31,standing_change,0
32650,2745BL,BL,-30,standing_change,0
32651,2745BL,BL,-29,standing_change,0
32652,2745BL,BL,-28,standing_change,0
32653,2745BL,BL,-27,standing_change,0
32654,2745BL,BL,-26,standing_change,0
32655,2745BL,BL,-25,standing_change,1
32656,2745BL,BL,-24,standing_change,0
32657,2745BL,BL,-23,standing_change,1
32658,2745BL,BL,-22,standing_change,0
32659,2745BL,BL,-21,standing_change,0
32660,2745BL,BL,-20,standing_change,0
32661,2745BL,BL,-19,standing_change,1
32662,2745BL,BL,-18,standing_change,1
32663,2745BL,BL,-17,standing_change,0
32664,2745BL,BL,-16,standing_change,0
32665,2745BL,BL,-15,standing_change,1
32666,2745BL,BL,-14,standing_change,0
32667,2745BL,BL,-13,standing_change,2
32668,2745BL,BL,-12,standing_change,0
32669,2745BL,BL,-11,standing_change,1
32670,2745BL,BL,-10,standing_change,0
32671,2745BL,BL,-9,standing_change,0
32672,2745BL,BL,-8,standing_change,0
32673,2745BL,BL,-7,standing_change,0
32674,2745BL,BL,-6,standing_change,0
32675,2745BL,BL,-5,standing_change,0
32676,2745BL,BL,-4,standing_change,0
32677,2745BL,BL,-3,standing_change,2
32678,2745BL,BL,-2,standing_change,4
32679,2745BL,BL,-1,standing_change,0
32680,2745BL,BL,0,standing_change,1
32681,2745BL,BL,1,standing_change,0
32682,2745BL,BL,2,standing_change,1
32683,2745BL,BL,3,standing_change,0
32684,2745BL,BL,4,standing_change,1
32685,2745BL,BL,5,standing_change,0
32686,2745BL,BL,6,standing_change,1
32687,2745BL,BL,7,standing_change,0
32688,2745BR,BR,-64,standing_change,2
32689,2745BR,BR,-63,standing_change,1
32690,2745BR,BR,-62,standing_change,0
32691,2745BR,BR,-61,standing_change,0
32692,2745BR,BR,-60,standing_change,0
32693,2745BR,BR,-59,standing_change,0
32694,2745BR,BR,-58,standing_change,2
32695,2745BR,BR,-57,standing_change,1
32696,2745BR,BR,-56,standing_change,0
32697,2745BR,BR,-55,standing_change,0
32698,2745BR,BR,-54,standing_change,0
32699,2745BR,BR,-53,standing_change,0
32700,2745BR,BR,-52,standing_change,1
32701,2745BR,BR,-51,standing_change,1
32702,2745BR,BR,-50,standing_change,0
32703,2745BR,BR,-49,standing_change,0
32704,2745BR,BR,-48,standing_change,2
32705,2745BR,BR,-47,standing_change,2
32706,2745BR,BR,-46,standing_change,0
32707,2745BR,BR,-45,standing_change,1
32708,2745BR,BR,-44,standing_change,0
32709,2745BR,BR,-43,standing_change,1
32710,2745BR,BR,-42,standing_change,0
32711,2745BR,BR,-41,standing_change,1
32712,2745BR,BR,-40,standing_change,1
32713,2745BR,BR,-39,standing_change,0
32714,2745BR,BR,-38,standing_change,2
32715,2745BR,BR,-37,standing_change,1
32716,2745BR,BR,-36,standing_change,0
32717,2745BR,BR,-35,standing_change,1
32718,2745BR,BR,-34,standing_change,1
32719,2745BR,BR,-33,standing_change,1
32720,2745BR,BR,-32,standing_change,0
32721,2745BR,BR,-31,standing_change,0
32722,2745BR,BR,-30,standing_change,0
32723,2745BR,BR,-29,standing_change,0
32724,2745BR,BR,-28,standing_change,0
32725,2745BR,BR,-27,standing_change,0
32726,2745BR,BR,-26,standing_change,0
32727,2745BR,BR,-25,standing_change,1
32728,2745BR,BR,-24,standing_change,0
32729,2745BR,BR,-23,standing_change,1
32730,2745BR,BR,-22,standing_change,0
32731,2745BR,BR,-21,standing_change,0
32732,2745BR,BR,-20,standing_change,0
32733,2745BR,BR,-19,standing_change,1
32734,2745BR,BR,-18,standing_change,1
32735,2745BR,BR,-17,standing_change,2
32736,2745BR,BR,-16,standing_change,0
32737,2745BR,BR,-15,standing_change,1
32738,2745BR,BR,-14,standing_change,0
32739,2745BR,BR,-13,standing_change,2
32740,2745BR,BR,-12,standing_change,0
32741,2745BR,BR,-11,standing_change,1
32742,2745BR,BR,-10,standing_change,2
32743,2745BR,BR,-9,standing_change,0
32744,2745BR,BR,-8,standing_change,0
32745,2745BR,BR,-7,standing_change,0
32746,2745BR,BR,-6,standing_change,0
32747,2745BR,BR,-5,standing_change,0
32748,2745BR,BR,-4,standing_change,0
32749,2745BR,BR,-3,standing_change,2
32750,2745BR,BR,-2,standing_change,4
32751,2745BR,BR,-1,standing_change,0
32752,2745BR,BR,0,standing_change,1
32753,2745BR,BR,1,standing_change,0
32754,2745BR,BR,2,standing_change,1
32755,2745BR,BR,3,standing_change,0
32756,2745BR,BR,4,standing_change,1
32757,2745BR,BR,5,standing_change,0
32758,2745BR,BR,6,standing_change,1
32759,2745BR,BR,7,standing_change,0
32760,2745FL,FL,-64,standing_change,2
32761,2745FL,FL,-63,standing_change,1
32762,2745FL,FL,-62,standing_change,0
32763,2745FL,FL,-61,standing_change,0
32764,2745FL,FL,-60,standing_change,0
32765,2745FL,FL,-59,standing_change,1
32766,2745FL,FL,-58,standing_change,1
32767,2745FL,FL,-57,standing_change,1
32768,2745FL,FL,-56,standing_change,0
32769,2745FL,FL,-55,standing_change,0
32770,2745FL,FL,-54,standing_change,0
32771,2745FL,FL,-53,standing_change,0
32772,2745FL,FL,-52,standing_change,1
32773,2745FL,FL,-51,standing_change,1
32774,2745FL,FL,-50,standing_change,0
32775,2745FL,FL,-49,standing_change,0
32776,2745FL,FL,-48,standing_change,2
32777,2745FL,FL,-47,standing_change,2
32778,2745FL,FL,-46,standing_change,0
32779,2745FL,FL,-45,standing_change,1
32780,2745FL,FL,-44,standing_change,0
32781,2745FL,FL,-43,standing_change,1
32782,2745FL,FL,-42,standing_change,1
32783,2745FL,FL,-41,standing_change,0
32784,2745FL,FL,-40,standing_change,1
32785,2745FL,FL,-39,standing_change,2
32786,2745FL,FL,-38,standing_change,0
32787,2745FL,FL,-37,standing_change,1
32788,2745FL,FL,-36,standing_change,0
32789,2745FL,FL,-35,standing_change,1
32790,2745FL,FL,-34,standing_change,1
32791,2745FL,FL,-33,standing_change,1
32792,2745FL,FL,-32,standing_change,0
32793,2745FL,FL,-31,standing_change,0
32794,2745FL,FL,-30,standing_change,0
32795,2745FL,FL,-29,standing_change,0
32796,2745FL,FL,-28,standing_change,0
32797,2745FL,FL,-27,standing_change,0
32798,2745FL,FL,-26,standing_change,1
32799,2745FL,FL,-25,standing_change,0
32800,2745FL,FL,-24,standing_change,1
32801,2745FL,FL,-23,standing_change,0
32802,2745FL,FL,-22,standing_change,0
32803,2745FL,FL,-21,standing_change,0
32804,2745FL,FL,-20,standing_change,0
32805,2745FL,FL,-19,standing_change,1
32806,2745FL,FL,-18,standing_change,1
32807,2745FL,FL,-17,standing_change,0
32808,2745FL,FL,-16,standing_change,0
32809,2745FL,FL,-15,standing_change,1
32810,2745FL,FL,-14,standing_change,1
32811,2745FL,FL,-13,standing_change,1
32812,2745FL,FL,-12,standing_change,0
32813,2745FL,FL,-11,standing_change,3
32814,2745FL,FL,-10,standing_change,0
32815,2745FL,FL,-9,standing_change,0
32816,2745FL,FL,-8,standing_change,0
32817,2745FL,FL,-7,standing_change,0
32818,2745FL,FL,-6,standing_change,0
32819,2745FL,FL,-5,standing_change,0
32820,2745FL,FL,-4,standing_change,1
32821,2745FL,FL,-3,standing_change,2
32822,2745FL,FL,-2,standing_change,3
32823,2745FL,FL,-1,standing_change,1
32824,2745FL,FL,0,standing_change,0
32825,2745FL,FL,1,standing_change,0
32826,2745FL,FL,2,standing_change,1
32827,2745FL,FL,3,standing_change,0
32828,2745FL,FL,4,standing_change,1
32829,2745FL,FL,5,standing_change,0
32830,2745FL,FL,6,standing_change,1
32831,2745FL,FL,7,standing_change,0
32832,2753BL,BL,-68,standing_change,2
32833,2753BL,BL,-67,standing_change,2
32834,2753BL,BL,-66,standing_change,2
32835,2753BL,BL,-65,standing_change,4
32836,2753BL,BL,-64,standing_change,3
32837,2753BL,BL,-63,standing_change,3
32838,2753BL,BL,-62,standing_change,2
32839,2753BL,BL,-61,standing_change,1
32840,2753BL,BL,-60,standing_change,0
32841,2753BL,BL,-59,standing_change,1
32842,2753BL,BL,-58,standing_change,1
32843,2753BL,BL,-57,standing_change,1
32844,2753BL,BL,-56,standing_change,0
32845,2753BL,BL,-55,standing_change,2
32846,2753BL,BL,-54,standing_change,1
32847,2753BL,BL,-53,standing_change,1
32848,2753BL,BL,-52,standing_change,1
32849,2753BL,BL,-51,standing_change,0
32850,2753BL,BL,-50,standing_change,1
32851,2753BL,BL,-49,standing_change,1
32852,2753BL,BL,-48,standing_change,0
32853,2753BL,BL,-47,standing_change,1
32854,2753BL,BL,-46,standing_change,4
32855,2753BL,BL,-45,standing_change,1
32856,2753BL,BL,-44,standing_change,1
32857,2753BL,BL,-43,standing_change,2
32858,2753BL,BL,-42,standing_change,2
32859,2753BL,BL,-41,standing_change,2
32860,2753BL,BL,-40,standing_change,2
32861,2753BL,BL,-39,standing_change,1
32862,2753BL,BL,-38,standing_change,0
32863,2753BL,BL,-37,standing_change,0
32864,2753BL,BL,-36,standing_change,0
32865,2753BL,BL,-35,standing_change,3
32866,2753BL,BL,-34,standing_change,2
32867,2753BL,BL,-33,standing_change,0
32868,2753BL,BL,-32,standing_change,1
32869,2753BL,BL,-31,standing_change,1
32870,2753BL,BL,-30,standing_change,2
32871,2753BL,BL,-29,standing_change,1
32872,2753BL,BL,-28,standing_change,2
32873,2753BL,BL,-27,standing_change,3
32874,2753BL,BL,-26,standing_change,3
32875,2753BL,BL,-25,standing_change,2
32876,2753BL,BL,-24,standing_change,3
32877,2753BL,BL,-23,standing_change,3
32878,2753BL,BL,-22,standing_change,2
32879,2753BL,BL,-21,standing_change,1
32880,2753BL,BL,-20,standing_change,2
32881,2753BL,BL,-19,standing_change,0
32882,2753BL,BL,-18,standing_change,3
32883,2753BL,BL,-17,standing_change,4
32884,2753BL,BL,-16,standing_change,1
32885,2753BL,BL,-15,standing_change,1
32886,2753BL,BL,-14,standing_change,0
32887,2753BL,BL,-13,standing_change,0
32888,2753BL,BL,-12,standing_change,0
32889,2753BL,BL,-11,standing_change,2
32890,2753BL,BL,-10,standing_change,0
32891,2753BL,BL,-9,standing_change,0
32892,2753BL,BL,-8,standing_change,2
32893,2753BL,BL,-7,standing_change,0
32894,2753BL,BL,-6,standing_change,0
32895,2753BL,BL,-5,standing_change,2
32896,2753BL,BL,-4,standing_change,0
32897,2753BL,BL,-3,standing_change,0
32898,2753BL,BL,-2,standing_change,0
32899,2753BL,BL,-1,standing_change,0
32900,2753BL,BL,0,standing_change,1
32901,2753BL,BL,1,standing_change,0
32902,2753BL,BL,2,standing_change,1
32903,2753BL,BL,3,standing_change,1
32904,2753BR,BR,-68,standing_change,2
32905,2753BR,BR,-67,standing_change,2
32906,2753BR,BR,-66,standing_change,3
32907,2753BR,BR,-65,standing_change,3
32908,2753BR,BR,-64,standing_change,4
32909,2753BR,BR,-63,standing_change,3
32910,2753BR,BR,-62,standing_change,2
32911,2753BR,BR,-61,standing_change,0
32912,2753BR,BR,-60,standing_change,0
32913,2753BR,BR,-59,standing_change,1
32914,2753BR,BR,-58,standing_change,1
32915,2753BR,BR,-57,standing_change,1
32916,2753BR,BR,-56,standing_change,0
32917,2753BR,BR,-55,standing_change,2
32918,2753BR,BR,-54,standing_change,1
32919,2753BR,BR,-53,standing_change,1
32920,2753BR,BR,-52,standing_change,1
32921,2753BR,BR,-51,standing_change,0
32922,2753BR,BR,-50,standing_change,1
32923,2753BR,BR,-49,standing_change,1
32924,2753BR,BR,-48,standing_change,0
32925,2753BR,BR,-47,standing_change,2
32926,2753BR,BR,-46,standing_change,3
32927,2753BR,BR,-45,standing_change,1
32928,2753BR,BR,-44,standing_change,2
32929,2753BR,BR,-43,standing_change,1
32930,2753BR,BR,-42,standing_change,2
32931,2753BR,BR,-41,standing_change,2
32932,2753BR,BR,-40,standing_change,2
32933,2753BR,BR,-39,standing_change,1
32934,2753BR,BR,-38,standing_change,0
32935,2753BR,BR,-37,standing_change,0
32936,2753BR,BR,-36,standing_change,2
32937,2753BR,BR,-35,standing_change,3
32938,2753BR,BR,-34,standing_change,0
32939,2753BR,BR,-33,standing_change,0
32940,2753BR,BR,-32,standing_change,1
32941,2753BR,BR,-31,standing_change,1
32942,2753BR,BR,-30,standing_change,2
32943,2753BR,BR,-29,standing_change,1
32944,2753BR,BR,-28,standing_change,3
32945,2753BR,BR,-27,standing_change,4
32946,2753BR,BR,-26,standing_change,1
32947,2753BR,BR,-25,standing_change,3
32948,2753BR,BR,-24,standing_change,3
32949,2753BR,BR,-23,standing_change,2
32950,2753BR,BR,-22,standing_change,3
32951,2753BR,BR,-21,standing_change,0
32952,2753BR,BR,-20,standing_change,2
32953,2753BR,BR,-19,standing_change,0
32954,2753BR,BR,-18,standing_change,4
32955,2753BR,BR,-17,standing_change,3
32956,2753BR,BR,-16,standing_change,1
32957,2753BR,BR,-15,standing_change,1
32958,2753BR,BR,-14,standing_change,0
32959,2753BR,BR,-13,standing_change,0
32960,2753BR,BR,-12,standing_change,0
32961,2753BR,BR,-11,standing_change,2
32962,2753BR,BR,-10,standing_change,0
32963,2753BR,BR,-9,standing_change,0
32964,2753BR,BR,-8,standing_change,2
32965,2753BR,BR,-7,standing_change,0
32966,2753BR,BR,-6,standing_change,0
32967,2753BR,BR,-5,standing_change,2
32968,2753BR,BR,-4,standing_change,0
32969,2753BR,BR,-3,standing_change,0
32970,2753BR,BR,-2,standing_change,0
32971,2753BR,BR,-1,standing_change,0
32972,2753BR,BR,0,standing_change,1
32973,2753BR,BR,1,standing_change,1
32974,2753BR,BR,2,standing_change,1
32975,2753BR,BR,3,standing_change,0
32976,2753FL,FL,-68,standing_change,3
32977,2753FL,FL,-67,standing_change,1
32978,2753FL,FL,-66,standing_change,3
32979,2753FL,FL,-65,standing_change,3
32980,2753FL,FL,-64,standing_change,4
32981,2753FL,FL,-63,standing_change,3
32982,2753FL,FL,-62,standing_change,2
32983,2753FL,FL,-61,standing_change,0
32984,2753FL,FL,-60,standing_change,0
32985,2753FL,FL,-59,standing_change,1
32986,2753FL,FL,-58,standing_change,1
32987,2753FL,FL,-57,standing_change,1
32988,2753FL,FL,-56,standing_change,0
32989,2753FL,FL,-55,standing_change,2
32990,2753FL,FL,-54,standing_change,1
32991,2753FL,FL,-53,standing_change,0
32992,2753FL,FL,-52,standing_change,1
32993,2753FL,FL,-51,standing_change,0
32994,2753FL,FL,-50,standing_change,1
32995,2753FL,FL,-49,standing_change,1
32996,2753FL,FL,-48,standing_change,0
32997,2753FL,FL,-47,standing_change,4
32998,2753FL,FL,-46,standing_change,3
32999,2753FL,FL,-45,standing_change,3
33000,2753FL,FL,-44,standing_change,2
33001,2753FL,FL,-43,standing_change,1
33002,2753FL,FL,-42,standing_change,3
33003,2753FL,FL,-41,standing_change,2
33004,2753FL,FL,-40,standing_change,3
33005,2753FL,FL,-39,standing_change,1
33006,2753FL,FL,-38,standing_change,0
33007,2753FL,FL,-37,standing_change,0
33008,2753FL,FL,-36,standing_change,3
33009,2753FL,FL,-35,standing_change,4
33010,2753FL,FL,-34,standing_change,0
33011,2753FL,FL,-33,standing_change,1
33012,2753FL,FL,-32,standing_change,0
33013,2753FL,FL,-31,standing_change,3
33014,2753FL,FL,-30,standing_change,2
33015,2753FL,FL,-29,standing_change,1
33016,2753FL,FL,-28,standing_change,3
33017,2753FL,FL,-27,standing_change,4
33018,2753FL,FL,-26,standing_change,3
33019,2753FL,FL,-25,standing_change,3
33020,2753FL,FL,-24,standing_change,3
33021,2753FL,FL,-23,standing_change,3
33022,2753FL,FL,-22,standing_change,2
33023,2753FL,FL,-21,standing_change,2
33024,2753FL,FL,-20,standing_change,4
33025,2753FL,FL,-19,standing_change,3
33026,2753FL,FL,-18,standing_change,4
33027,2753FL,FL,-17,standing_change,2
33028,2753FL,FL,-16,standing_change,1
33029,2753FL,FL,-15,standing_change,1
33030,2753FL,FL,-14,standing_change,0
33031,2753FL,FL,-13,standing_change,0
33032,2753FL,FL,-12,standing_change,0
33033,2753FL,FL,-11,standing_change,2
33034,2753FL,FL,-10,standing_change,0
33035,2753FL,FL,-9,standing_change,1
33036,2753FL,FL,-8,standing_change,1
33037,2753FL,FL,-7,standing_change,0
33038,2753FL,FL,-6,standing_change,0
33039,2753FL,FL,-5,standing_change,2
33040,2753FL,FL,-4,standing_change,0
33041,2753FL,FL,-3,standing_change,0
33042,2753FL,FL,-2,standing_change,0
33043,2753FL,FL,-1,standing_change,0
33044,2753FL,FL,0,standing_change,3
33045,2753FL,FL,1,standing_change,3
33046,2753FL,FL,2,standing_change,1
33047,2753FL,FL,3,standing_change,0
33048,2778BL,BL,1360,standing_change,3
33049,2778BL,BL,1361,standing_change,2
33050,2778BL,BL,1362,standing_change,1
33051,2778BL,BL,1363,standing_change,3
33052,2778BL,BL,1364,standing_change,0
33053,2778BL,BL,1365,standing_change,2
33054,2778BL,BL,1366,standing_change,0
33055,2778BL,BL,1367,standing_change,0
33056,2778BL,BL,1368,standing_change,0
33057,2778BL,BL,1369,standing_change,0
33058,2778BL,BL,1370,standing_change,0
33059,2778BL,BL,1371,standing_change,2
33060,2778BL,BL,1372,standing_change,0
33061,2778BL,BL,1373,standing_change,0
33062,2778BL,BL,1374,standing_change,0
33063,2778BL,BL,1375,standing_change,0
33064,2778BL,BL,1376,standing_change,1
33065,2778BL,BL,1377,standing_change,3
33066,2778BL,BL,1378,standing_change,0
33067,2778BL,BL,1379,standing_change,1
33068,2778BL,BL,1380,standing_change,2
33069,2778BL,BL,1381,standing_change,0
33070,2778BL,BL,1382,standing_change,2
33071,2778BL,BL,1383,standing_change,6
33072,2778BL,BL,2104,standing_change,2
33073,2778BL,BL,2105,standing_change,0
33074,2778BL,BL,2106,standing_change,0
33075,2778BL,BL,2107,standing_change,3
33076,2778BL,BL,2108,standing_change,1
33077,2778BL,BL,2109,standing_change,1
33078,2778BL,BL,2110,standing_change,2
33079,2778BL,BL,2111,standing_change,0
33080,2778BL,BL,2112,standing_change,0
33081,2778BL,BL,2113,standing_change,0
33082,2778BL,BL,2114,standing_change,0
33083,2778BL,BL,2115,standing_change,0
33084,2778BL,BL,2116,standing_change,0
33085,2778BL,BL,2117,standing_change,2
33086,2778BL,BL,2118,standing_change,0
33087,2778BL,BL,2119,standing_change,3
33088,2778BL,BL,2120,standing_change,2
33089,2778BL,BL,2121,standing_change,1
33090,2778BL,BL,2122,standing_change,0
33091,2778BL,BL,2123,standing_change,2
33092,2778BL,BL,2124,standing_change,3
33093,2778BL,BL,2125,standing_change,2
33094,2778BL,BL,2126,standing_change,2
33095,2778BL,BL,2127,standing_change,1
33096,2778BL,BL,2824,standing_change,1
33097,2778BL,BL,2825,standing_change,2
33098,2778BL,BL,2826,standing_change,0
33099,2778BL,BL,2827,standing_change,1
33100,2778BL,BL,2828,standing_change,0
33101,2778BL,BL,2829,standing_change,4
33102,2778BL,BL,2830,standing_change,10
33103,2778BL,BL,2831,standing_change,0
33104,2778BL,BL,2832,standing_change,3
33105,2778BL,BL,2833,standing_change,3
33106,2778BL,BL,2834,standing_change,3
33107,2778BL,BL,2835,standing_change,4
33108,2778BL,BL,2836,standing_change,1
33109,2778BL,BL,2837,standing_change,2
33110,2778BL,BL,2838,standing_change,0
33111,2778BL,BL,2839,standing_change,0
33112,2778BL,BL,2840,standing_change,1
33113,2778BL,BL,2841,standing_change,0
33114,2778BL,BL,2842,standing_change,1
33115,2778BL,BL,2843,standing_change,1
33116,2778BL,BL,2844,standing_change,1
33117,2778BL,BL,2845,standing_change,1
33118,2778BL,BL,2846,standing_change,1
33119,2778BL,BL,2847,standing_change,2
33120,2778BR,BR,1360,standing_change,3
33121,2778BR,BR,1361,standing_change,2
33122,2778BR,BR,1362,standing_change,1
33123,2778BR,BR,1363,standing_change,3
33124,2778BR,BR,1364,standing_change,0
33125,2778BR,BR,1365,standing_change,2
33126,2778BR,BR,1366,standing_change,0
33127,2778BR,BR,1367,standing_change,0
33128,2778BR,BR,1368,standing_change,0
33129,2778BR,BR,1369,standing_change,0
33130,2778BR,BR,1370,standing_change,0
33131,2778BR,BR,1371,standing_change,2
33132,2778BR,BR,1372,standing_change,0
33133,2778BR,BR,1373,standing_change,0
